Timestamp,ActiveDevices,ActiveActors,Anomalies,Debug
00:33:15,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.3, hunger:91.1, hygiene:87.2, leisure:76.2, work_duty:97.7, "
00:33:30,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.3, hunger:91.1, hygiene:87.2, leisure:76.2, work_duty:97.7, "
00:33:45,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: work_duty:97.7, energy:30.3, hunger:91.1, hygiene:87.2, leisure:76.2, "
00:34:00,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: work_duty:97.6, energy:30.4, hunger:91.0, hygiene:87.2, leisure:76.1, "
00:34:15,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.4, hunger:91.0, hygiene:87.1, leisure:76.1, work_duty:97.6, "
00:34:30,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: leisure:76.1, work_duty:97.6, energy:30.4, hunger:90.9, hygiene:87.1, "
00:34:45,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.5, hunger:90.9, hygiene:87.1, leisure:76.1, work_duty:97.6, "
00:35:00,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: hygiene:87.1, leisure:76.0, work_duty:97.6, energy:30.5, hunger:90.9, "
00:35:15,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: hygiene:87.1, leisure:76.0, work_duty:97.6, energy:30.5, hunger:90.8, "
00:35:30,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.6, hunger:90.8, hygiene:87.0, leisure:76.0, work_duty:97.5, "
00:35:45,,stressed_worker:sleep_in_bed,,"[stressed_worker] (Busy: sleep_in_bed) Live Meters: energy:30.6, hunger:90.8, hygiene:87.0, leisure:75.9, work_duty:97.5, "
